,Año,Day,Tiempo,PRN,S4,Az,Elv
3795,21,095,23334,12,0.11,125.6,20.1
3796,21,095,23334,18,0.06,356.5,52.0
3797,21,095,23334,20,0.12,15.2,23.9
3798,21,095,23334,23,0.18,351.6,15.4
3799,21,095,23334,24,0.1,44.0,37.2
3800,21,095,23334,25,0.09,168.2,30.4
3801,21,095,23334,29,0.05,199.8,48.5
3802,21,095,23334,32,0.09,272.8,31.8
3803,21,095,23394,12,0.12,125.1,20.1
3804,21,095,23394,18,0.05,356.7,52.4
3805,21,095,23394,20,0.11,15.6,24.1
3806,21,095,23394,23,0.15,352.0,15.5
3807,21,095,23394,24,0.07,43.7,36.8
3808,21,095,23394,25,0.09,167.7,30.5
3809,21,095,23394,29,0.07,199.3,48.2
3810,21,095,23394,32,0.1,273.3,31.8
3811,21,095,23454,12,0.1,124.7,20.1
3812,21,095,23454,18,0.05,356.8,52.9
3813,21,095,23454,20,0.11,16.0,24.2
3814,21,095,23454,23,0.12,352.4,15.6
3815,21,095,23454,24,0.07,43.3,36.4
3816,21,095,23454,25,0.11,167.2,30.6
3817,21,095,23454,29,0.07,198.8,47.8
3818,21,095,23454,32,0.09,273.9,31.8
3819,21,095,23514,12,0.14,124.2,20.1
3820,21,095,23514,18,0.06,356.9,53.4
3821,21,095,23514,20,0.12,16.4,24.4
3822,21,095,23514,23,0.12,352.8,15.8
3823,21,095,23514,24,0.09,43.0,36.1
3824,21,095,23514,25,0.1,166.7,30.7
3825,21,095,23514,29,0.08,198.3,47.5
3826,21,095,23514,32,0.12,274.5,31.7
3827,21,095,23574,12,0.11,123.7,20.1
3828,21,095,23574,18,0.05,357.0,53.9
3829,21,095,23574,20,0.11,16.9,24.6
3830,21,095,23574,23,0.29,353.1,15.9
3831,21,095,23574,24,0.08,42.7,35.7
3832,21,095,23574,25,0.11,166.3,30.8
3833,21,095,23574,29,0.07,197.8,47.1
3834,21,095,23574,32,0.08,275.0,31.7
3835,21,095,23634,12,0.1,123.3,20.1
3836,21,095,23634,18,0.07,357.1,54.4
3837,21,095,23634,20,0.1,17.3,24.8
3838,21,095,23634,23,0.14,353.5,16.0
3839,21,095,23634,24,0.08,42.4,35.3
3840,21,095,23634,25,0.09,165.8,30.9
3841,21,095,23634,29,0.06,197.3,46.8
3842,21,095,23634,32,0.13,275.6,31.7
3843,21,095,23694,12,0.12,122.8,20.1
3844,21,095,23694,18,0.05,357.3,54.9
3845,21,095,23694,20,0.14,17.7,24.9
3846,21,095,23694,23,0.19,353.9,16.1
3847,21,095,23694,24,0.1,42.1,34.9
3848,21,095,23694,25,0.09,165.3,31.1
3849,21,095,23694,29,0.07,196.8,46.5
3850,21,095,23694,32,0.08,276.1,31.7
3851,21,095,23754,12,0.13,122.3,20.1
3852,21,095,23754,18,0.05,357.4,55.4
3853,21,095,23754,20,0.1,18.1,25.1
3854,21,095,23754,23,0.19,354.3,16.3
3855,21,095,23754,24,0.09,41.8,34.5
3856,21,095,23754,25,0.09,164.9,31.2
3857,21,095,23754,29,0.09,196.3,46.1
3858,21,095,23754,32,0.08,276.7,31.7
3859,21,095,23814,12,0.12,121.9,20.1
3860,21,095,23814,18,0.09,357.5,55.9
3861,21,095,23814,20,0.12,18.6,25.3
3862,21,095,23814,23,0.17,354.7,16.4
3863,21,095,23814,24,0.1,41.5,34.1
3864,21,095,23814,25,0.1,164.4,31.3
3865,21,095,23814,29,0.08,195.9,45.8
3866,21,095,23814,32,0.08,277.3,31.6
3867,21,095,23874,12,0.11,121.4,20.0
3868,21,095,23874,18,0.05,357.6,56.4
3869,21,095,23874,20,0.11,19.0,25.5
3870,21,095,23874,23,0.13,355.1,16.6
3871,21,095,23874,24,0.1,41.2,33.7
3872,21,095,23874,25,0.09,163.9,31.4
3873,21,095,23874,29,0.07,195.4,45.4
3874,21,095,23874,32,0.08,277.8,31.6
3875,21,095,23934,12,0.12,120.9,20.0
3876,21,095,23934,18,0.07,357.7,56.9
3877,21,095,23934,20,0.12,19.4,25.7
3878,21,095,23934,23,0.14,355.5,16.7
3879,21,095,23934,24,0.14,40.9,33.3
3880,21,095,23934,25,0.11,163.4,31.5
3881,21,095,23934,29,0.07,194.9,45.1
3882,21,095,23934,31,0.17,213.0,10.1
3883,21,095,23934,32,0.09,278.4,31.6
3884,21,095,23994,12,0.12,120.4,20.0
3885,21,095,23994,18,0.06,357.9,57.4
3886,21,095,23994,20,0.1,19.8,25.8
3887,21,095,23994,23,0.27,355.8,16.9
3888,21,095,23994,24,0.11,40.6,32.9
3889,21,095,23994,25,0.1,162.9,31.6
3890,21,095,23994,29,0.07,194.5,44.8
3891,21,095,23994,31,0.19,213.0,10.4
3892,21,095,23994,32,0.1,278.9,31.5
3893,21,095,24054,12,0.12,120.0,20.0
3894,21,095,24054,18,0.06,358.0,58.0
3895,21,095,24054,20,0.09,20.3,26.0
3896,21,095,24054,23,0.17,356.2,17.0
3897,21,095,24054,24,0.13,40.4,32.5
3898,21,095,24054,25,0.11,162.5,31.7
3899,21,095,24054,29,0.07,194.0,44.4
3900,21,095,24054,31,0.17,213.0,10.8
3901,21,095,24054,32,0.1,279.5,31.5
3902,21,095,24114,12,0.14,119.5,20.0
3903,21,095,24114,18,0.06,358.1,58.5
3904,21,095,24114,20,0.09,20.7,26.2
3905,21,095,24114,23,0.15,356.6,17.1
3906,21,095,24114,24,0.11,40.1,32.1
3907,21,095,24114,25,0.12,162.0,31.8
3908,21,095,24114,29,0.08,193.5,44.1
3909,21,095,24114,31,0.15,213.0,11.2
3910,21,095,24114,32,0.08,280.1,31.4
3911,21,095,24174,12,0.11,119.0,20.0
3912,21,095,24174,18,0.07,358.2,59.0
3913,21,095,24174,20,0.1,21.1,26.4
3914,21,095,24174,23,0.16,357.0,17.3
3915,21,095,24174,24,0.1,39.8,31.6
3916,21,095,24174,25,0.13,161.5,31.9
3917,21,095,24174,29,0.08,193.1,43.7
3918,21,095,24174,31,0.23,213.0,11.6
3919,21,095,24174,32,0.08,280.6,31.4
3920,21,095,24234,12,0.11,118.5,20.0
3921,21,095,24234,18,0.08,358.4,59.5
3922,21,095,24234,20,0.09,21.6,26.6
3923,21,095,24234,23,0.16,357.4,17.5
3924,21,095,24234,24,0.1,39.6,31.2
3925,21,095,24234,25,0.12,161.0,32.1
3926,21,095,24234,29,0.07,192.6,43.4
3927,21,095,24234,31,0.24,213.0,11.9
3928,21,095,24234,32,0.08,281.2,31.4
3929,21,095,24294,12,0.11,118.1,20.0
3930,21,095,24294,18,0.08,358.5,60.0
3931,21,095,24294,20,0.11,22.0,26.8
3932,21,095,24294,23,0.11,357.8,17.6
3933,21,095,24294,24,0.12,39.3,30.8
3934,21,095,24294,25,0.13,160.5,32.2
3935,21,095,24294,29,0.08,192.2,43.1
3936,21,095,24294,31,0.16,213.0,12.3
3937,21,095,24294,32,0.07,281.7,31.3
3938,21,095,24354,12,0.11,117.6,20.0
3939,21,095,24354,18,0.06,358.6,60.5
3940,21,095,24354,20,0.12,22.4,26.9
3941,21,095,24354,23,0.12,358.2,17.8
3942,21,095,24354,24,0.11,39.1,30.4
3943,21,095,24354,25,0.1,160.1,32.3
3944,21,095,24354,29,0.09,191.8,42.7
3945,21,095,24354,31,0.2,213.0,12.7
3946,21,095,24354,32,0.07,282.3,31.2
3947,21,095,24414,12,0.09,117.1,20.0
3948,21,095,24414,18,0.07,358.7,61.0
3949,21,095,24414,20,0.11,22.9,27.1
3950,21,095,24414,23,0.1,358.5,17.9
3951,21,095,24414,24,0.12,38.8,30.0
3952,21,095,24414,25,0.1,159.6,32.4
3953,21,095,24414,29,0.08,191.3,42.4
3954,21,095,24414,31,0.22,213.0,13.1
3955,21,095,24414,32,0.07,282.8,31.2
3956,21,095,24474,12,0.11,116.6,20.0
3957,21,095,24474,18,0.09,358.9,61.5
3958,21,095,24474,20,0.1,23.3,27.3
3959,21,095,24474,23,0.18,358.9,18.1
3960,21,095,24474,24,0.12,38.6,29.6
3961,21,095,24474,25,0.11,159.1,32.5
3962,21,095,24474,29,0.07,190.9,42.1
3963,21,095,24474,31,0.13,213.0,13.5
3964,21,095,24474,32,0.07,283.4,31.1
3965,21,095,24534,12,0.09,116.2,19.9
3966,21,095,24534,18,0.06,359.0,62.1
3967,21,095,24534,20,0.12,23.8,27.5
3968,21,095,24534,23,0.22,359.3,18.2
3969,21,095,24534,24,0.13,38.4,29.2
3970,21,095,24534,25,0.09,158.6,32.7
3971,21,095,24534,29,0.06,190.5,41.8
3972,21,095,24534,31,0.2,213.0,13.9
3973,21,095,24534,32,0.1,283.9,31.1
3974,21,095,24594,12,0.14,115.7,19.9
3975,21,095,24594,18,0.08,359.1,62.6
3976,21,095,24594,20,0.12,24.2,27.7
3977,21,095,24594,23,0.13,359.7,18.4
3978,21,095,24594,24,0.14,38.2,28.8
3979,21,095,24594,25,0.08,158.1,32.8
3980,21,095,24594,29,0.06,190.0,41.4
3981,21,095,24594,31,0.31,213.1,14.2
3982,21,095,24594,32,0.07,284.5,31.0
3983,21,095,24654,12,0.1,115.2,19.9
3984,21,095,24654,18,0.06,359.3,63.1
3985,21,095,24654,20,0.09,24.6,27.9
3986,21,095,24654,23,0.17,0.1,18.6
3987,21,095,24654,24,0.12,38.0,28.4
3988,21,095,24654,25,0.08,157.6,32.9
3989,21,095,24654,29,0.06,189.6,41.1
3990,21,095,24654,31,0.28,213.1,14.6
3991,21,095,24654,32,0.09,285.0,30.9
3992,21,095,24714,12,0.11,114.7,19.9
3993,21,095,24714,18,0.06,359.4,63.6
3994,21,095,24714,20,0.08,25.1,28.1
3995,21,095,24714,23,0.13,0.5,18.7
3996,21,095,24714,24,0.11,37.7,28.0
3997,21,095,24714,25,0.1,157.1,33.0
3998,21,095,24714,29,0.06,189.2,40.8
3999,21,095,24714,31,0.32,213.1,15.0
4000,21,095,24714,32,0.11,285.6,30.9
4001,21,095,24774,12,0.14,114.2,19.9
4002,21,095,24774,18,0.04,359.6,64.1
4003,21,095,24774,20,0.08,25.5,28.3
4004,21,095,24774,23,0.12,0.9,18.9
4005,21,095,24774,24,0.1,37.5,27.6
4006,21,095,24774,25,0.1,156.6,33.1
4007,21,095,24774,29,0.07,188.8,40.4
4008,21,095,24774,31,0.1,213.1,15.4
4009,21,095,24774,32,0.11,286.1,30.8
4010,21,095,24834,12,0.12,113.8,19.9
4011,21,095,24834,18,0.06,359.7,64.7
4012,21,095,24834,20,0.1,26.0,28.5
4013,21,095,24834,23,0.16,1.2,19.1
4014,21,095,24834,24,0.13,37.3,27.2
4015,21,095,24834,25,0.1,156.1,33.3
4016,21,095,24834,29,0.1,188.3,40.1
4017,21,095,24834,31,0.16,213.2,15.8
4018,21,095,24834,32,0.08,286.7,30.7
4019,21,095,24894,12,0.14,113.3,19.9
4020,21,095,24894,18,0.08,359.9,65.2
4021,21,095,24894,20,0.12,26.4,28.7
4022,21,095,24894,23,0.09,1.6,19.3
4023,21,095,24894,24,0.12,37.1,26.8
4024,21,095,24894,25,0.11,155.6,33.4
4025,21,095,24894,29,0.11,187.9,39.8
4026,21,095,24894,31,0.17,213.2,16.2
4027,21,095,24894,32,0.1,287.2,30.6
4028,21,095,24954,12,0.14,112.8,19.9
4029,21,095,24954,18,0.05,0.0,65.7
4030,21,095,24954,20,0.11,26.9,28.9
4031,21,095,24954,23,0.11,2.0,19.4
4032,21,095,24954,24,0.1,36.9,26.4
4033,21,095,24954,25,0.11,155.1,33.5
4034,21,095,24954,29,0.09,187.5,39.5
4035,21,095,24954,31,0.18,213.2,16.6
4036,21,095,24954,32,0.08,287.8,30.6
4037,21,095,25014,12,0.17,112.3,19.8
4038,21,095,25014,18,0.05,0.2,66.2
4039,21,095,25014,20,0.11,27.3,29.1
4040,21,095,25014,23,0.1,2.4,19.6
4041,21,095,25014,24,0.12,36.8,26.0
4042,21,095,25014,25,0.09,154.6,33.6
4043,21,095,25014,29,0.09,187.1,39.2
4044,21,095,25014,31,0.18,213.3,16.9
4045,21,095,25014,32,0.1,288.3,30.5
4046,21,095,25074,12,0.13,111.8,19.8
4047,21,095,25074,18,0.06,0.3,66.7
4048,21,095,25074,20,0.11,27.8,29.3
4049,21,095,25074,23,0.12,2.8,19.8
4050,21,095,25074,24,0.11,36.6,25.6
4051,21,095,25074,25,0.09,154.1,33.8
4052,21,095,25074,29,0.09,186.7,38.8
4053,21,095,25074,31,0.14,213.3,17.3
4054,21,095,25074,32,0.07,288.8,30.4
4055,21,095,25134,12,0.12,111.3,19.8
4056,21,095,25134,18,0.06,0.5,67.3
4057,21,095,25134,20,0.11,28.2,29.5
4058,21,095,25134,23,0.11,3.2,20.0
4059,21,095,25134,24,0.16,36.4,25.1
4060,21,095,25134,25,0.1,153.6,33.9
4061,21,095,25134,29,0.07,186.3,38.5
4062,21,095,25134,31,0.1,213.4,17.7
4063,21,095,25134,32,0.1,289.4,30.3
4064,21,095,25194,12,0.09,110.9,19.8
4065,21,095,25194,18,0.05,0.7,67.8
4066,21,095,25194,20,0.09,28.7,29.7
4067,21,095,25194,23,0.14,3.6,20.2
4068,21,095,25194,24,0.14,36.2,24.7
4069,21,095,25194,25,0.1,153.1,34.0
4070,21,095,25194,29,0.11,185.9,38.2
4071,21,095,25194,31,0.19,213.4,18.1
4072,21,095,25194,32,0.09,289.9,30.2
4073,21,095,25254,12,0.11,110.4,19.8
4074,21,095,25254,18,0.05,0.8,68.3
4075,21,095,25254,20,0.09,29.1,29.9
4076,21,095,25254,23,0.13,3.9,20.3
4077,21,095,25254,24,0.11,36.1,24.3
4078,21,095,25254,25,0.09,152.6,34.1
4079,21,095,25254,29,0.08,185.5,37.9
4080,21,095,25254,31,0.13,213.5,18.5
4081,21,095,25254,32,0.09,290.5,30.1
4082,21,095,25314,12,0.12,109.9,19.8
4083,21,095,25314,18,0.04,1.0,68.9
4084,21,095,25314,20,0.08,29.6,30.1
4085,21,095,25314,23,0.11,4.3,20.5
4086,21,095,25314,24,0.1,35.9,23.9
4087,21,095,25314,25,0.09,152.1,34.3
4088,21,095,25314,29,0.08,185.1,37.6
4089,21,095,25314,31,0.15,213.5,18.9
4090,21,095,25314,32,0.1,291.0,30.1
4091,21,095,25374,12,0.1,109.4,19.7
4092,21,095,25374,18,0.04,1.2,69.4
4093,21,095,25374,20,0.08,30.1,30.3
4094,21,095,25374,23,0.19,4.7,20.7
4095,21,095,25374,24,0.12,35.7,23.5
4096,21,095,25374,25,0.09,151.6,34.4
4097,21,095,25374,29,0.08,184.7,37.3
4098,21,095,25374,31,0.15,213.6,19.3
4099,21,095,25374,32,0.1,291.5,30.0
4100,21,095,25434,12,0.11,108.9,19.7
4101,21,095,25434,18,0.06,1.4,69.9
4102,21,095,25434,20,0.12,30.5,30.5
4103,21,095,25434,23,0.14,5.1,20.9
4104,21,095,25434,24,0.11,35.6,23.1
4105,21,095,25434,25,0.08,151.1,34.5
4106,21,095,25434,29,0.09,184.3,36.9
4107,21,095,25434,31,0.09,213.7,19.7
4108,21,095,25434,32,0.08,292.1,29.9
4109,21,095,25494,12,0.1,108.4,19.7
4110,21,095,25494,18,0.06,1.6,70.4
4111,21,095,25494,20,0.09,31.0,30.7
4112,21,095,25494,23,0.17,5.5,21.1
4113,21,095,25494,24,0.12,35.4,22.7
4114,21,095,25494,25,0.1,150.6,34.7
4115,21,095,25494,29,0.09,183.9,36.6
4116,21,095,25494,31,0.16,213.7,20.1
4117,21,095,25494,32,0.13,292.6,29.8
4118,21,095,25554,12,0.11,108.0,19.7
4119,21,095,25554,18,0.05,1.8,71.0
4120,21,095,25554,20,0.09,31.5,30.9
4121,21,095,25554,23,0.09,5.9,21.3
4122,21,095,25554,24,0.11,35.3,22.3
4123,21,095,25554,25,0.1,150.1,34.8
4124,21,095,25554,29,0.09,183.5,36.3
4125,21,095,25554,31,0.12,213.8,20.5
4126,21,095,25554,32,0.08,293.1,29.7
4127,21,095,25614,12,0.1,107.5,19.7
4128,21,095,25614,18,0.05,2.1,71.5
4129,21,095,25614,20,0.09,31.9,31.1
4130,21,095,25614,23,0.11,6.3,21.5
4131,21,095,25614,24,0.12,35.1,21.9
4132,21,095,25614,25,0.1,149.5,34.9
4133,21,095,25614,29,0.08,183.1,36.0
4134,21,095,25614,31,0.15,213.9,20.9
4135,21,095,25614,32,0.1,293.6,29.6
4136,21,095,25674,12,0.09,107.0,19.6
4137,21,095,25674,18,0.05,2.3,72.0
4138,21,095,25674,20,0.14,32.4,31.3
4139,21,095,25674,23,0.1,6.7,21.7
4140,21,095,25674,24,0.12,35.0,21.5
4141,21,095,25674,25,0.11,149.0,35.0
4142,21,095,25674,29,0.08,182.7,35.7
4143,21,095,25674,31,0.12,214.0,21.3
4144,21,095,25674,32,0.08,294.2,29.5
4145,21,095,25734,12,0.08,106.5,19.6
4146,21,095,25734,18,0.06,2.5,72.6
4147,21,095,25734,20,0.09,32.9,31.5
4148,21,095,25734,23,0.13,7.0,21.9
4149,21,095,25734,24,0.16,34.9,21.1
4150,21,095,25734,25,0.08,148.5,35.2
4151,21,095,25734,29,0.09,182.3,35.4
4152,21,095,25734,31,0.1,214.1,21.7
4153,21,095,25734,32,0.08,294.7,29.4
4154,21,095,25794,12,0.09,106.0,19.6
4155,21,095,25794,18,0.05,2.8,73.1
4156,21,095,25794,20,0.08,33.3,31.7
4157,21,095,25794,23,0.14,7.4,22.1
4158,21,095,25794,24,0.15,34.7,20.7
4159,21,095,25794,25,0.1,148.0,35.3
4160,21,095,25794,29,0.09,181.9,35.1
4161,21,095,25794,31,0.1,214.2,22.1
4162,21,095,25794,32,0.08,295.2,29.3
4163,21,095,25854,12,0.1,105.5,19.6
4164,21,095,25854,18,0.05,3.1,73.6
4165,21,095,25854,20,0.11,33.8,31.9
4166,21,095,25854,23,0.12,7.8,22.3
4167,21,095,25854,24,0.11,34.6,20.3
4168,21,095,25854,25,0.09,147.5,35.4
4169,21,095,25854,29,0.08,181.5,34.8
4170,21,095,25854,31,0.11,214.3,22.5
4171,21,095,25854,32,0.08,295.7,29.2
4172,21,095,25914,12,0.1,105.0,19.5
4173,21,095,25914,18,0.05,3.4,74.2
4174,21,095,25914,20,0.09,34.3,32.1
4175,21,095,25914,23,0.12,8.2,22.5
4176,21,095,25914,24,0.12,34.5,19.9
4177,21,095,25914,25,0.1,146.9,35.6
4178,21,095,25914,29,0.09,181.2,34.5
4179,21,095,25914,31,0.09,214.4,22.9
4180,21,095,25914,32,0.1,296.3,29.0
4181,21,095,25974,12,0.13,104.5,19.5
4182,21,095,25974,18,0.05,3.7,74.7
4183,21,095,25974,20,0.08,34.8,32.3
4184,21,095,25974,23,0.14,8.6,22.7
4185,21,095,25974,24,0.14,34.4,19.5
4186,21,095,25974,25,0.09,146.4,35.7
4187,21,095,25974,29,0.09,180.8,34.2
4188,21,095,25974,31,0.1,214.5,23.3
4189,21,095,25974,32,0.08,296.8,28.9
4190,21,095,26034,12,0.12,104.1,19.5
4191,21,095,26034,18,0.05,4.0,75.2
4192,21,095,26034,20,0.1,35.3,32.5
4193,21,095,26034,23,0.12,9.0,22.9
4194,21,095,26034,24,0.15,34.2,19.1
4195,21,095,26034,25,0.09,145.9,35.8
4196,21,095,26034,29,0.08,180.4,33.9
4197,21,095,26034,31,0.11,214.6,23.7
4198,21,095,26034,32,0.08,297.3,28.8
4199,21,095,26094,12,0.12,103.6,19.4
4200,21,095,26094,18,0.05,4.4,75.8
4201,21,095,26094,20,0.09,35.8,32.7
4202,21,095,26094,23,0.14,9.4,23.1
4203,21,095,26094,24,0.14,34.1,18.7
4204,21,095,26094,25,0.08,145.3,36.0
4205,21,095,26094,29,0.08,180.0,33.6
4206,21,095,26094,31,0.1,214.7,24.1
4207,21,095,26094,32,0.08,297.8,28.7
4208,21,095,26154,12,0.13,103.1,19.4
4209,21,095,26154,18,0.05,4.7,76.3
4210,21,095,26154,20,0.08,36.2,32.9
4211,21,095,26154,23,0.15,9.8,23.3
4212,21,095,26154,24,0.17,34.0,18.3
4213,21,095,26154,25,0.08,144.8,36.1
4214,21,095,26154,29,0.1,179.6,33.3
4215,21,095,26154,31,0.08,214.8,24.5
4216,21,095,26154,32,0.09,298.3,28.6
4217,21,095,26214,12,0.14,102.6,19.4
4218,21,095,26214,18,0.04,5.1,76.8
4219,21,095,26214,20,0.09,36.7,33.1
4220,21,095,26214,23,0.1,10.2,23.5
4221,21,095,26214,24,0.13,33.9,17.8
4222,21,095,26214,25,0.09,144.3,36.2
4223,21,095,26214,29,0.1,179.2,33.0
4224,21,095,26214,31,0.11,214.9,24.9
4225,21,095,26214,32,0.08,298.8,28.5
4226,21,095,26274,10,0.31,340.7,10.3
4227,21,095,26274,12,0.13,102.1,19.3
4228,21,095,26274,18,0.04,5.6,77.4
4229,21,095,26274,20,0.09,37.2,33.3
4230,21,095,26274,23,0.12,10.6,23.8
4231,21,095,26274,24,0.12,33.8,17.4
4232,21,095,26274,25,0.1,143.7,36.3
4233,21,095,26274,29,0.09,178.9,32.7
4234,21,095,26274,31,0.1,215.1,25.3
4235,21,095,26274,32,0.13,299.3,28.4
4236,21,095,26334,10,0.23,341.0,10.5
4237,21,095,26334,12,0.15,101.6,19.3
4238,21,095,26334,18,0.06,6.0,77.9
4239,21,095,26334,20,0.07,37.7,33.5
4240,21,095,26334,23,0.11,10.9,24.0
4241,21,095,26334,24,0.16,33.7,17.0
4242,21,095,26334,25,0.09,143.2,36.5
4243,21,095,26334,29,0.08,178.5,32.4
4244,21,095,26334,31,0.11,215.2,25.7
4245,21,095,26334,32,0.17,299.8,28.3
4246,21,095,26394,10,0.17,341.3,10.7
4247,21,095,26394,12,0.12,101.1,19.3
4248,21,095,26394,18,0.04,6.6,78.4
4249,21,095,26394,20,0.08,38.2,33.7
4250,21,095,26394,23,0.14,11.3,24.2
4251,21,095,26394,24,0.21,33.6,16.6
4252,21,095,26394,25,0.09,142.6,36.6
4253,21,095,26394,29,0.07,178.1,32.2
4254,21,095,26394,31,0.11,215.3,26.1
4255,21,095,26394,32,0.09,300.4,28.1
4256,21,095,26454,10,0.35,341.7,10.8
4257,21,095,26454,12,0.14,100.6,19.2
4258,21,095,26454,18,0.05,7.1,79.0
4259,21,095,26454,20,0.08,38.7,33.9
4260,21,095,26454,23,0.12,11.7,24.4
4261,21,095,26454,24,0.18,33.5,16.2
4262,21,095,26454,25,0.1,142.1,36.7
4263,21,095,26454,29,0.07,177.7,31.9
4264,21,095,26454,31,0.1,215.5,26.5
4265,21,095,26454,32,0.15,300.9,28.0
4266,21,095,26514,10,0.3,342.0,11.0
4267,21,095,26514,12,0.13,100.2,19.2
4268,21,095,26514,18,0.04,7.7,79.5
4269,21,095,26514,20,0.08,39.2,34.1
4270,21,095,26514,23,0.12,12.1,24.6
4271,21,095,26514,24,0.16,33.5,15.8
4272,21,095,26514,25,0.09,141.6,36.9
4273,21,095,26514,29,0.12,177.4,31.6
4274,21,095,26514,31,0.09,215.6,26.9
4275,21,095,26514,32,0.11,301.4,27.9
4276,21,095,26574,10,0.37,342.3,11.2
4277,21,095,26574,12,0.18,99.7,19.2
4278,21,095,26574,18,0.05,8.4,80.0
4279,21,095,26574,20,0.08,39.7,34.3
4280,21,095,26574,23,0.15,12.5,24.9
4281,21,095,26574,24,0.12,33.4,15.4
4282,21,095,26574,25,0.08,141.0,37.0
4283,21,095,26574,29,0.08,177.0,31.3
4284,21,095,26574,31,0.11,215.8,27.3
4285,21,095,26574,32,0.11,301.9,27.8
4286,21,095,26634,10,0.19,342.7,11.4
4287,21,095,26634,12,0.13,99.2,19.1
4288,21,095,26634,18,0.05,9.2,80.6
4289,21,095,26634,20,0.07,40.2,34.5
4290,21,095,26634,23,0.12,12.9,25.1
4291,21,095,26634,24,0.28,33.3,15.0
4292,21,095,26634,25,0.09,140.5,37.1
4293,21,095,26634,29,0.08,176.6,31.0
4294,21,095,26634,31,0.15,215.9,27.7
4295,21,095,26634,32,0.11,302.4,27.7
4296,21,095,26694,10,0.26,343.0,11.6
4297,21,095,26694,12,0.13,98.7,19.1
4298,21,095,26694,18,0.06,10.0,81.1
4299,21,095,26694,20,0.08,40.8,34.8
4300,21,095,26694,23,0.1,13.3,25.3
4301,21,095,26694,24,0.22,33.2,14.7
4302,21,095,26694,25,0.1,139.9,37.2
4303,21,095,26694,29,0.1,176.2,30.7
4304,21,095,26694,31,0.09,216.1,28.1
4305,21,095,26694,32,0.11,302.9,27.5
4306,21,095,26754,10,0.25,343.3,11.8
4307,21,095,26754,12,0.12,98.2,19.0
4308,21,095,26754,18,0.05,11.0,81.6
4309,21,095,26754,20,0.09,41.3,35.0
4310,21,095,26754,23,0.11,13.7,25.5
4311,21,095,26754,24,0.2,33.2,14.3
4312,21,095,26754,25,0.1,139.3,37.4
4313,21,095,26754,29,0.13,175.8,30.5
4314,21,095,26754,31,0.09,216.3,28.5
4315,21,095,26754,32,0.12,303.4,27.4
4316,21,095,26814,10,0.28,343.7,12.0
4317,21,095,26814,12,0.16,97.7,19.0
4318,21,095,26814,18,0.04,12.1,82.1
4319,21,095,26814,20,0.09,41.8,35.2
4320,21,095,26814,23,0.1,14.1,25.8
4321,21,095,26814,24,0.25,33.1,13.9
4322,21,095,26814,25,0.09,138.8,37.5
4323,21,095,26814,29,0.11,175.5,30.2
4324,21,095,26814,31,0.2,216.4,28.9
4325,21,095,26814,32,0.11,303.9,27.3
4326,21,095,26874,10,0.26,344.0,12.2
4327,21,095,26874,12,0.15,97.2,18.9
4328,21,095,26874,18,0.05,13.3,82.7
4329,21,095,26874,20,0.09,42.3,35.4
4330,21,095,26874,23,0.12,14.5,26.0
4331,21,095,26874,24,0.16,33.0,13.5
4332,21,095,26874,25,0.1,138.2,37.6
4333,21,095,26874,29,0.08,175.1,29.9
4334,21,095,26874,31,0.11,216.6,29.3
4335,21,095,26874,32,0.13,304.4,27.2
4336,21,095,26934,10,0.31,344.3,12.4
4337,21,095,26934,12,0.12,96.7,18.9
4338,21,095,26934,18,0.04,14.7,83.2
4339,21,095,26934,20,0.1,42.8,35.6
4340,21,095,26934,23,0.09,14.9,26.2
4341,21,095,26934,24,0.16,33.0,13.1
4342,21,095,26934,25,0.11,137.7,37.7
4343,21,095,26934,29,0.09,174.7,29.7
4344,21,095,26934,31,0.08,216.8,29.7
4345,21,095,26934,32,0.12,304.8,27.0
4346,21,095,26994,10,0.29,344.7,12.7
4347,21,095,26994,12,0.2,96.3,18.9
4348,21,095,26994,18,0.04,16.4,83.7
4349,21,095,26994,20,0.1,43.4,35.8
4350,21,095,26994,23,0.11,15.3,26.5
4351,21,095,26994,24,0.26,32.9,12.7
4352,21,095,26994,25,0.11,137.1,37.9
4353,21,095,26994,29,0.09,174.4,29.4
4354,21,095,26994,31,0.12,217.0,30.1
4355,21,095,26994,32,0.11,305.3,26.9
4356,21,095,27054,10,0.18,345.0,12.9
4357,21,095,27054,12,0.17,95.8,18.8
4358,21,095,27054,18,0.05,18.3,84.2
4359,21,095,27054,20,0.11,43.9,36.0
4360,21,095,27054,23,0.1,15.7,26.7
4361,21,095,27054,24,0.32,32.9,12.3
4362,21,095,27054,25,0.1,136.5,38.0
4363,21,095,27054,29,0.1,174.0,29.1
4364,21,095,27054,31,0.1,217.2,30.5
4365,21,095,27054,32,0.15,305.8,26.8
4366,21,095,27114,10,0.14,345.3,13.1
4367,21,095,27114,12,0.12,95.3,18.7
4368,21,095,27114,18,0.04,20.6,84.7
4369,21,095,27114,20,0.08,44.4,36.2
4370,21,095,27114,23,0.14,16.1,26.9
4371,21,095,27114,24,0.34,32.8,11.9
4372,21,095,27114,25,0.11,136.0,38.1
4373,21,095,27114,29,0.12,173.6,28.8
4374,21,095,27114,31,0.08,217.4,30.9
4375,21,095,27114,32,0.1,306.3,26.7
4376,21,095,27174,10,0.12,345.6,13.3
